Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
Richard Lovelady,KCR,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19337
A.J. Puk,OAK,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19343
Colin Poche,TBR,51,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19403
Bryan Garcia,DET,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19457
Jorge Alcala,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19459
Andrew Vasquez,MIN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19482
Devin Smeltzer,MIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19487
Michael Shawaryn,BOS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19495
Stephen Nogosek,NYM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19545
Adam McCreery,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19550
Geoff Hartlieb,PIT,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19558
David Bednar,SDP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19569
Sean Poppen,MIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19583
Cionel Perez,HOU,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19614
Eduardo Jimenez,DET,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19642
David McKay,- - -,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19814
C.D. Pelham,TEX,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19820
Darwinzon Hernandez,BOS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19848
Michael King,NYY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19853
Kevin Ginkel,ARI,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19876
Corbin Martin,HOU,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19884
Jesus Luzardo,OAK,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,19959
John Schreiber,DET,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20020
Phillip Diehl,COL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20030
Michel Baez,SDP,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20100
James Karinchak,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20151
Yennsy Diaz,TOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20218
Brusdar Graterol,MIN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20367
Andres Munoz,SDP,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20373
Anthony Kay,TOR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20387
Huascar Ynoa,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,20468
Emmanuel Clase,TEX,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,21032
Randy Dobnak,MIN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,23798
Zach McAllister,- - -,280,6,0,0,0,0,0,0.333,0,0.25,0.167,0.167,0.167,0.149,,-3,0,-0.8,0.6,0,2895
Jose Alvarado,TBR,140,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,17780
Jason Gurka,- - -,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8007
Adam Kolarek,- - -,124,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10843
David Carpenter,- - -,223,6,0,0,0,0,0,0.167,0,0.25,0.2,0.2,0.2,0.177,,-6,0,-0.8,0.6,0,3959
Sam LeCure,CIN,250,26,0,2,0,0,0.038,0.308,0.091,0.143,0.091,0.167,0.182,0.165,,-8,0,-3.4,2.5,0,4664
Joe Ross,WSN,91,136,0,6,2,0,0.037,0.404,0.032,0.3,0.168,0.206,0.2,0.183,,4,-0.1,-16.3,12.1,0,12972
Rob Zastryzny,CHC,18,6,0,0,0,0,0,0.333,0,0.25,0.167,0.167,0.167,0.146,,-12,0,-0.9,0.7,0,15094
Burch Smith,- - -,65,11,0,0,0,0,0.091,0.273,0,0.143,0.1,0.182,0.1,0.143,,-15,0,-1.5,1.1,0,12784
Roenis Elias,- - -,126,7,0,0,0,0,0,0.286,0,0.2,0.143,0.143,0.143,0.126,,-18,0,-1,0.8,0,12673
Oliver Perez,- - -,581,208,0,10,8,2,0.038,0.293,0.011,0.228,0.152,0.188,0.163,0.164,,-11,-0.1,-29.6,22.7,0,1514
Salomon Torres,- - -,221,6,0,0,0,0,0,0.5,0,0.333,0.167,0.167,0.167,0.148,,-19,0,-0.9,0.7,0,1628
Jack Cassel,- - -,15,17,0,2,1,0,0,0.412,0,0.3,0.176,0.176,0.176,0.158,,-11,0,-2.4,1.8,0,3052
Josh Towers,- - -,42,6,0,1,0,0,0,0.167,0,0.2,0.167,0.167,0.167,0.148,,-21,0,-1,0.7,0,1489
A.J. Schugel,- - -,73,5,0,0,0,0,0.2,0.2,0,0,0,0.25,0,0.173,,-15,0,-0.8,0.6,0,11432
Esteban Loaiza,- - -,43,24,0,1,3,0,0,0.25,0,0.25,0.167,0.167,0.167,0.149,,-8,0,-3.5,2.6,0,1310
Jarrod Parker,- - -,62,9,0,0,0,0,0,0.556,0.125,0.333,0.125,0.125,0.25,0.159,,-9,0,-1.3,0.9,0,4913
Jaret Wright,- - -,34,5,0,0,1,0,0.2,0.2,0,0,0,0.2,0,0.142,,-28,0,-0.8,0.6,0,415
Mark Hendrickson,- - -,220,90,0,6,2,0,0.056,0.5,0.062,0.278,0.123,0.174,0.185,0.166,,-11,0,-13,9.9,0,1574
Yordano Ventura,KCR,94,14,0,1,0,0,0,0.714,0,0.667,0.154,0.154,0.154,0.136,,-14,0,-2,1.5,0,11855
Wade Miller,CHC,8,11,0,0,0,0,0,0.455,0,0.333,0.182,0.182,0.182,0.162,,-18,0,-1.7,1.3,0,568
Renyel Pinto,FLA,244,9,0,0,0,0,0.111,0.444,0,0,0,0.143,0,0.101,,-6,0,-1.4,1,0,2180
Lucas Giolito,- - -,74,16,0,1,2,0,0,0.5,0,0.333,0.143,0.143,0.143,0.125,,-20,0,-2.4,1.9,0,15474
Adam Conley,MIA,174,102,0,7,4,0,0.029,0.431,0,0.293,0.143,0.17,0.143,0.143,,-15,0,-14.6,11.3,0,14457
Mike Minor,- - -,237,235,2,13,10,0,0.038,0.409,0.057,0.205,0.119,0.155,0.176,0.151,,-13,-0.1,-31.4,23.9,0,10021
Jason Shiell,ATL,4,6,0,0,0,0,0.167,0.5,0,0,0,0.2,0,0.142,,-28,0,-1,0.7,0,1625
Randy Keisler,- - -,15,6,0,1,0,0,0,0.333,0,0.25,0.167,0.167,0.167,0.149,,-20,0,-0.9,0.6,0,830
Jonathan Pettibone,PHI,20,34,0,4,0,0,0.088,0.441,0.032,0.188,0.097,0.176,0.129,0.15,,-15,0,-4.5,3.4,0,7106
Brian Johnson,BOS,66,7,0,2,0,0,0,0.286,0,0.2,0.143,0.143,0.143,0.126,,-26,0,-1.2,0.8,0,14272
Junior Guerra,- - -,147,104,0,4,0,0,0,0.308,0.056,0.228,0.146,0.146,0.202,0.149,,-15,0,-15.4,12,0,5702
Eric Surkamp,- - -,52,11,0,0,1,0,0.091,0.455,0,0.25,0.111,0.2,0.111,0.158,,-12,0,-1.5,1,0,2540
Woody Williams,- - -,60,126,1,6,6,0,0.016,0.302,0.035,0.216,0.15,0.165,0.186,0.157,,-13,0,-18.5,14.3,0,1190
Sean O'Sullivan,- - -,71,36,0,3,0,0,0.028,0.472,0.061,0.25,0.121,0.147,0.182,0.147,,-16,0,-4.9,3.7,0,9137
Andrew Kittredge,TBR,85,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12828
Ben Meyer,MIA,13,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,18854
Buddy Baumann,- - -,38,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,9309
Tyler Bashlor,NYM,48,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15203
Jacob Rhame,NYM,44,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15267
Buddy Boshers,- - -,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,-0.1,0,8490
Alan Busenitz,MIN,51,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,-0.1,0,15239
Jhan Marinez,- - -,103,9,0,0,0,0,0,0.556,0.111,0.25,0.111,0.111,0.222,0.137,,-16,0,-1.4,1,0,5830
Jake Petricka,- - -,228,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,10534
Jordan Hicks,STL,102,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19618
Pierce Johnson,- - -,38,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,13435
Reyes Moronta,SFG,132,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,14966
D.J. Snelten,SFG,4,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15949
Tyler Webb,- - -,96,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,14974
Kyle McGrath,SDP,21,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,16793
Jose Castillo,SDP,38,1,0,0,1,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,17169
Henry Sosa,HOU,10,18,0,3,0,0,0.111,0.444,0.067,0.143,0.067,0.176,0.133,0.156,,-11,0,-2.3,1.7,0,6936
Adalberto Mejia,- - -,62,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,13188
Austin Pruitt,TBR,68,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15290
Warwick Saupold,DET,82,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,13211
Drew VerHagen,DET,127,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,13424
Matt Carasiti,- - -,30,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,13276
Austin Adams,- - -,38,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,13801
Justin Dunn,SEA,4,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19268
Tim Hill,KCR,116,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,16814
Joel Peralta,- - -,593,7,0,1,2,0,0,0.571,0.143,0.333,0.143,0.143,0.286,0.179,,16,0,-0.8,0.5,0,2332
Rob Scahill,- - -,124,7,0,0,0,0,0.143,0.286,0,0,0,0.167,0,0.115,,-14,0,-1.1,0.7,0,9286
Doug Waechter,- - -,64,7,0,0,0,0,0,0.143,0,0.2,0.167,0.167,0.167,0.149,,-22,0,-1.1,0.7,0,1814
Josh Zeid,HOU,48,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,6527
Heath Hembree,- - -,249,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,11632
Chris Devenski,HOU,221,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12763
James Hoyt,- - -,74,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,14605
Kevin Jepsen,- - -,469,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,-0.1,0,6475
Josh Edgin,NYM,177,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,10796
Troy Scribner,- - -,11,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15570
Yoshihisa Hirano,ARI,137,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19756
Jimmy Cordero,- - -,53,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15690
Carson Fulmer,CHW,44,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,18311
Tony Sipp,- - -,616,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,8280
T.J. Zeuch,TOR,5,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19269
Elvis Luciano,TOR,25,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,20632
Drake Britton,BOS,26,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,-0.1,0,2868
Preston Claiborne,- - -,63,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,10500
Zach Plesac,CLE,21,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19979
Nick Ramirez,DET,46,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12575
Cody Allen,- - -,481,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12183
Tyler Kinley,- - -,65,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,18297
Jose Quijada,MIA,34,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19200
Chasen Bradford,- - -,86,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12452
Gerardo Reyes,SDP,27,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,16306
Adrian Morejon,SDP,5,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,20039
Ryan Tepera,TOR,216,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,10291
Bryan Morris,- - -,231,7,0,1,0,0,0,0.571,0,0.333,0.143,0.143,0.143,0.127,,-24,0,-1,0.7,0,10234
Alex Hinshaw,- - -,90,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,3941
Cory Burns,- - -,27,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,6620
Jandel Gustave,- - -,43,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,14665
Trevor Gott,- - -,131,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15046
Cesar Jimenez,- - -,97,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,3762
Junichi Tazawa,- - -,388,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4079
Shane Loux,- - -,44,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1613
Jose Mijares,- - -,324,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4140
Dan Otero,- - -,358,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7385
Will Harris,- - -,419,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,3192
Cory Rasmus,- - -,84,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,2413
Sandy Rosario,- - -,53,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,1525
Erik Goeddel,- - -,141,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,11712
Kevin Quackenbush,- - -,203,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12360
Kyle Lloyd,SDP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15378
Dillon Overton,- - -,17,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15627
Craig Kimbrel,- - -,565,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,6655
Alan Embree,- - -,247,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1030
Scott Cassidy,SDP,42,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1293
Jon Adkins,- - -,60,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1799
Luke French,- - -,31,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7529
Danny Coulombe,- - -,153,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,13293
Hunter Strickland,- - -,281,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,7836
Nick Christiani,CIN,13,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,10332
Carlos Contreras,CIN,39,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,10386
Pat Venditte,- - -,58,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7108
Elvin Ramirez,NYM,20,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,2247
Marcus Walden,BOS,78,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,8004
Matt Barnes,BOS,301,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12863
Johnny Barbato,- - -,44,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,11440
Angel Sanchez,PIT,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,11776
Roman Colon,- - -,71,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,2242
Tim Collins,- - -,275,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3164
Nate Adcock,- - -,56,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3282
Erik Cordier,- - -,15,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4086
Mitchell Harris,STL,26,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4530
Mike Burns,- - -,33,18,0,1,2,0,0.111,0.389,0,0.167,0.077,0.2,0.077,0.154,,-19,0,-2.6,2,0,2932
Blake Parker,- - -,289,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,5224
J. D. Hammer,PHI,20,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19548
Jen-Ho Tseng,CHC,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15524
Adam Russell,- - -,85,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7334
Duane Below,- - -,43,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3124
Luis Marte,DET,17,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,8651
Paco Rodriguez,LAD,124,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,13398
Trevor Bell,- - -,54,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7074
Devin Williams,MIL,13,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,15816
Ryan Reid,PIT,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,9385
Phil Irwin,- - -,2,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,9489
Deolis Guerra,- - -,74,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,8410
Tanner Rainey,- - -,60,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,17610
Ricardo Pinto,- - -,28,1,0,1,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,16318
Scott Copeland,- - -,6,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,10706
Ron Flores,OAK,42,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3152
Joel Carreno,TOR,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,2746
Aaron Loup,- - -,382,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,10343
Barret Browning,STL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,9356
Jacob Webb,ATL,36,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19274
Jeremy Walker,ATL,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19981
Joe Nathan,- - -,524,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1122
Willie Eyre,- - -,111,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,2078
Bo Schultz,- - -,51,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,5028
Josh Fields,- - -,289,1,0,1,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,5070
Grant Dayton,- - -,68,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,11203
Cody Martin,- - -,35,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12182
Andrew McKirahan,ATL,27,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12870
Blaine Hardy,DET,233,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,6499
Felix Rodriguez,WSN,31,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1127
Bill Bray,- - -,258,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,8538
Elvis Araujo,PHI,72,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12854
Austin Adams,- - -,68,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7411
Ernesto Frieri,- - -,304,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,5178
Marc Rzepczynski,- - -,506,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,6612
Kevin Siegrist,- - -,276,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,8180
Ryan O'Rourke,- - -,56,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,10976
Barrett Astin,CIN,6,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,14812
Joe Thatcher,- - -,405,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4620
Mike Broadway,SFG,25,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,9894
Anthony Varvaro,- - -,166,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,2385
Mark Lowe,- - -,382,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7416
Xavier Cedeno,- - -,254,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,36
Rhiner Cruz,- - -,74,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,711
Pedro Payano,TEX,6,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,18313
Ryan Mattheus,- - -,203,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,7169
Jimmy Gobble,- - -,185,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1791
Fernando Rodney,- - -,865,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,494
Jose Cisnero,- - -,68,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,6399
Tim Hamulack,LAD,33,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1900
Dean Kiekhefer,- - -,30,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,10529
Joel Kuhnel,CIN,11,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,19995
Kanekoa Texeira,- - -,49,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,334
Michael Stutes,PHI,79,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.2,0.1,0,6550
Jesse Crain,- - -,435,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4817
Sergio Santos,- - -,195,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,4734
Rommie Lewis,TOR,20,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3588
Mike Gallo,HOU,23,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1759
Colton Murray,PHI,32,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,12264
Travis Schlichting,LAD,16,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3847
Travis Smith,ATL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1522
Ken Ray,ATL,69,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1986
Tom Wilhelmsen,- - -,344,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,9975
Josh Kinney,- - -,93,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3638
Derrick Turnbow,MIL,149,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,1694
Darren O'Day,- - -,585,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,3321
Fernando Salas,- - -,496,7,0,0,0,0,0,0.429,0,0.25,0.143,0.143,0.143,0.125,,-21,0,-1.1,0.8,0,4971
Juan Perez,- - -,61,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,2557
John Axford,- - -,543,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,9059
Rafael Betancourt,- - -,525,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.3,0.1,0,177
