Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
Koda Glover,WSN,64,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17695
Pedro Araujo,BAL,21,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17697
Trevor Megill,CHC,28,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17722
Brody Koerner,NYY,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17748
Sandy Baez,DET,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17754
Angel Perdomo,MIL,22,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17759
Patrick Weigel,- - -,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17792
Trey Wingenter,SDP,73,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17793
Dillon Tate,BAL,90,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17796
Daniel Zamora,- - -,37,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17811
Jose Mujica,COL,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17821
Jose Rodriguez,LAA,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17860
Franklyn Kilome,NYM,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17861
Ian Gibaut,- - -,27,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17871
Tayler Saucedo,TOR,29,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17888
Adonis Rosa,NYY,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17942
Brock Burke,TEX,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17968
Bobby Poyner,BOS,33,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17987
Pete Fairbanks,- - -,95,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17998
Matt Hall,- - -,25,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18076
Cody Stashak,MIN,44,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18088
Ryan Meisinger,- - -,27,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18105
Ben Taylor,- - -,20,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18114
Chance Adams,- - -,22,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18135
Jay Flaa,- - -,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18140
Anthony Misiewicz,SEA,87,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18152
Art Warren,- - -,32,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18251
Zac Grotz,SEA,19,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18256
Taylor Guilbeau,SEA,25,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18306
Taylor Hearn,TEX,57,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18325
Eric Hanhold,- - -,13,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18332
Josh Staumont,KCR,106,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18335
Nick Anderson,- - -,93,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18337
Julian Fernandez,COL,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18341
Trevor Kelley,- - -,14,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18454
Shea Spitzbarth,PIT,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18475
Travis Bergen,- - -,39,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18581
Hector Perez,TOR,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18592
Travis Lakins,- - -,62,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18600
Miguel Del Pozo,- - -,27,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18792
Drew Steckenrider,- - -,185,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18806
Chris Rowley,TOR,8,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18820
Beau Burrows,- - -,11,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18873
Kyle Keller,- - -,44,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,18890
Zack Burdi,- - -,15,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19159
Kirby Snead,TOR,7,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19179
Brandyn Sittinger,ARI,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19192
Wes Benjamin,TEX,21,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19243
Miguel Aguilar,ARI,9,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19246
Gerson Bautista,- - -,13,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19256
Ian Hamilton,CHW,14,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19261
Thomas Hatch,TOR,20,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19264
Edgar Garcia,- - -,52,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19276
Jesus Reyes,CIN,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19277
Kyle Dowdy,TEX,13,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19285
Reggie McClain,- - -,19,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19311
Matthew Festa,SEA,28,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19330
Richard Lovelady,KCR,46,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19337
A.J. Puk,OAK,22,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19343
Daulton Jefferies,OAK,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19345
Dean Kremer,BAL,17,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19350
Colin Poche,TBR,51,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19403
Yohan Ramirez,SEA,41,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19444
Kyle Funkhouser,DET,70,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19456
Bryan Garcia,DET,72,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19457
Jorge Alcala,MIN,77,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19459
Ryan Hartman,HOU,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19480
Andrew Vasquez,- - -,12,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19482
Devin Smeltzer,MIN,19,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19487
Michael Shawaryn,BOS,14,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19495
Raynel Espinal,BOS,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19516
Jason Foley,DET,11,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19531
Jimmy Lambert,CHW,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19541
Adam McCreery,ATL,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19550
Geoff Hartlieb,- - -,57,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19558
Bernardo Flores Jr.,- - -,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19561
JoJo Romero,PHI,23,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19574
Brandon Bailey,HOU,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19582
Eduardo Jimenez,DET,8,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19642
Kyle Hart,BOS,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19646
Matt Foster,CHW,60,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19647
Sterling Sharp,MIA,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19671
Sixto Sanchez,MIA,7,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19680
Jordan Sheffield,COL,30,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19682
Kyle Cody,TEX,15,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19686
Connor Seabold,BOS,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19695
Kodi Whitley,STL,29,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19731
Will Vest,SEA,32,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19769
Justin Garza,CLE,21,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19784
Anthony Castro,- - -,26,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19789
Bryan Baker,TOR,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19804
David McKay,- - -,26,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19814
C.D. Pelham,TEX,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19820
Alex Wells,BAL,11,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19845
Darwinzon Hernandez,BOS,84,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19848
Michael King,NYY,32,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19853
Brandon Bielak,HOU,40,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19866
Drew Carlton,DET,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19868
Kevin Ginkel,ARI,76,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19876
Gabe Klobosits,WSN,11,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19881
Alex Lange,DET,36,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19883
Trevor Stephan,CLE,43,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19932
Jhon Romero,WSN,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19940
Ljay Newsome,SEA,12,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19942
Tyson Miller,CHC,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19976
Dylan Lee,ATL,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,19996
Tyler Wells,BAL,44,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20000
Wyatt Mills,SEA,11,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20010
John Schreiber,- - -,29,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20020
Phillip Diehl,COL,16,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20030
Jesus Cruz,STL,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20042
Sean Guenther,MIA,14,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20045
Kaleb Ort,BOS,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20061
Mauricio Llovera,PHI,7,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20080
Michel Baez,SDP,27,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20100
James Karinchak,CLE,92,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20151
Nick Nelson,NYY,22,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20153
Nate Pearson,TOR,17,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20160
Ben Braymer,WSN,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20175
Ty Tice,- - -,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20177
Ben Bowden,COL,39,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20198
Jeremy Beasley,- - -,9,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20205
Mike Baumann,BAL,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20206
Tyler Ivey,HOU,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20237
Zac Lowther,BAL,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20243
Deivi Garcia,NYY,8,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20276
Jhonathan Diaz,LAA,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20298
Andre Scrubb,HOU,38,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20329
Kyle Dohy,PHI,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20334
Blake Cederlind,PIT,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20344
Riley O'Brien,CIN,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20348
Andres Munoz,- - -,23,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20373
Antonio Santos,COL,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20383
Isaac Mattson,BAL,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20385
Anthony Kay,TOR,27,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20387
Jovani Moran,MIN,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20422
Enoli Paredes,HOU,34,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20447
Peter Solomon,HOU,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20476
J.B. Bukauskas,ARI,21,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20491
Kyle Nelson,CLE,11,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20515
Nick Sandlin,CLE,34,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20517
Kutter Crawford,BOS,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20531
Edwar Colina,MIN,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20589
Johan Quezada,MIA,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20643
Cristopher Sanchez,PHI,7,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20778
Eduard Bazardo,BOS,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,20997
Francisco Perez,CLE,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21018
Oliver Ortega,LAA,8,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21025
Emmanuel Clase,- - -,92,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21032
Seth Martinez,HOU,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21045
Luis Gil,NYY,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21052
Demarcus Evans,TEX,29,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21087
Dauri Moreta,CIN,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21101
Dany Jimenez,SFG,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21170
Brooks Kriske,- - -,16,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21189
Darien Nunez,LAD,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21197
Tommy Doyle,COL,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21281
Lucas Gilbreath,COL,47,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21290
Jake Latz,TEX,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21306
Seth Romero,WSN,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21333
Glenn Otto,TEX,6,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21366
Shane McClanahan,TBR,25,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21483
Daniel Lynch,KCR,15,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21537
Jackson Kowar,KCR,9,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21549
Jake Cousins,MIL,30,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21620
Elvis Peguero,LAA,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21652
Kervin Castro,SFG,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21656
Luis Oviedo,PIT,22,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21728
Jose Marte,LAA,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21761
Mason Thompson,- - -,31,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21850
Gregory Santos,SFG,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21894
Brailyn Marquez,CHC,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21896
Camilo Doval,SFG,29,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21992
Luis Frias,ARI,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,21997
Angel Rondon,STL,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22036
Aaron Fletcher,SEA,10,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22052
Kyle Tyler,LAA,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22092
Mac Sceroler,BAL,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22218
Jon Heasley,KCR,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22224
Logan Gilbert,SEA,24,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22250
Shane Baz,TBR,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22264
Dylan Coleman,KCR,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22276
Joe Barlow,TEX,31,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22296
Chris Rodriguez,LAA,15,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22310
A.J. Alexy,TEX,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22343
Stephen Ridings,NYY,5,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22358
Nivaldo Rodriguez,HOU,9,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22449
Angel Zerpa,KCR,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22717
Roansy Contreras,PIT,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22810
Luis Patino,- - -,30,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,22815
Codi Heuer,- - -,86,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,23293
Janson Junk,LAA,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,23301
Damon Jones,PHI,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,23310
Nick Snyder,TEX,4,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,23493
Brett De Geus,- - -,47,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,23592
Randy Dobnak,MIN,33,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,23798
Nick Allgeyer,TOR,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,24486
Jonathan Stiever,CHW,3,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,24584
Joey Gerber,SEA,17,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,24591
Andrew Wantz,LAA,21,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,24933
Austin Warren,LAA,16,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,24937
Cooper Criswell,LAA,1,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,24975
Brady Singer,KCR,39,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,25377
Shun Yamaguchi,TOR,17,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,27460
Garrett Crochet,CHW,59,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,27463
Hyeon-jong Yang,TEX,12,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,27513
Hirokazu Sawamura,BOS,55,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,27515
Zach McAllister,- - -,280,6,0,0,0,0,0.00%,33.30%,0,0.25,0.167,0.167,0.167,0.149,,-3,0,-0.8,0.6,0,2895
Jose Alvarado,- - -,213,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,17780
Jason Gurka,- - -,19,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,8007
Kyle Ryan,- - -,190,5,0,0,0,0,20.00%,20.00%,0,0,0,0.2,0,0.138,,-19,0,-0.8,0.6,0,11753
Adam Kolarek,- - -,157,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0,0,0,0,10843
Jon Duplantier,ARI,19,11,0,1,0,0,0.00%,63.60%,0,0.333,0.1,0.182,0.1,0.145,,-20,0,-1.7,1.3,0,19546
Jorge Lopez,- - -,102,9,0,1,2,0,0.00%,44.40%,0.143,0.333,0.143,0.143,0.286,0.178,,-11,0,-1.4,1,0,14527
Justin Steele,CHC,20,13,0,3,0,0,0.00%,30.80%,0,0.222,0.154,0.154,0.154,0.135,,-22,0,-2,1.6,0,17312
David Carpenter,- - -,223,6,0,0,0,0,0.00%,16.70%,0,0.25,0.2,0.2,0.2,0.177,,-6,0,-0.8,0.6,0,3959
Sam LeCure,CIN,250,26,0,2,0,0,3.80%,30.80%,0.091,0.143,0.091,0.167,0.182,0.165,,-8,0,-3.4,2.5,0,4664
Rob Zastryzny,CHC,18,6,0,0,0,0,0.00%,33.30%,0,0.25,0.167,0.167,0.167,0.146,,-12,0,-0.9,0.7,0,15094
Burch Smith,- - -,102,11,0,0,0,0,9.10%,27.30%,0,0.143,0.1,0.182,0.1,0.143,,-15,0,-1.5,1.1,0,12784
Roenis Elias,- - -,126,7,0,0,0,0,0.00%,28.60%,0,0.2,0.143,0.143,0.143,0.126,,-18,0,-1,0.8,0,12673
Ashton Goudeau,- - -,20,6,0,0,0,0,0.00%,66.70%,0,0.5,0.167,0.167,0.167,0.147,,-27,0,-1,0.7,0,15139
Oliver Perez,- - -,607,208,0,10,8,2,3.80%,29.30%,0.011,0.228,0.152,0.188,0.163,0.164,,-11,-0.1,-29.6,22.7,0,1514
Salomon Torres,- - -,221,6,0,0,0,0,0.00%,50.00%,0,0.333,0.167,0.167,0.167,0.148,,-19,0,-0.9,0.7,0,1628
Jack Cassel,- - -,15,17,0,2,1,0,0.00%,41.20%,0,0.3,0.176,0.176,0.176,0.158,,-11,0,-2.4,1.8,0,3052
Josh Towers,- - -,42,6,0,1,0,0,0.00%,16.70%,0,0.2,0.167,0.167,0.167,0.148,,-21,0,-1,0.7,0,1489
A.J. Schugel,- - -,73,5,0,0,0,0,20.00%,20.00%,0,0,0,0.25,0,0.173,,-15,0,-0.8,0.6,0,11432
Brad Brach,- - -,532,7,0,0,1,0,0.00%,14.30%,0,0.25,0.2,0.2,0.2,0.174,,-9,0,-1,0.7,0,6627
Esteban Loaiza,- - -,43,24,0,1,3,0,0.00%,25.00%,0,0.25,0.167,0.167,0.167,0.149,,-8,0,-3.5,2.6,0,1310
